,id,label
16583,train_039183,7
16584,train_001805,3
16585,train_026706,5
16586,train_050085,2
16587,train_029178,8
16588,train_041594,9
16589,train_040931,3
16590,train_032312,6
16591,train_017066,6
16592,train_034710,3
16593,train_056641,6
16594,train_018972,2
16595,train_023609,7
16596,train_048024,1
16597,train_002120,5
16598,train_029586,1
16599,train_033081,5
16600,train_005792,4
16601,train_047356,3
16602,train_035422,3
16603,train_025112,1
16604,train_010784,9
16605,train_023091,8
16606,train_043988,2
16607,train_029975,9
16608,train_009115,7
16609,train_018979,7
16610,train_042648,7
16611,train_039147,2
16612,train_043534,8
16613,train_037299,8
16614,train_017471,3
16615,train_026135,8
16616,train_025057,1
16617,train_023766,6
16618,train_023878,4
16619,train_055221,8
16620,train_013051,8
16621,train_016779,1
16622,train_047766,9
16623,train_038177,0
16624,train_009598,7
16625,train_020035,8
16626,train_020115,9
16627,train_001287,1
16628,train_023956,4
16629,train_027378,5
16630,train_033306,4
16631,train_057953,2
16632,train_049411,2
16633,train_019391,2
16634,train_031038,1
16635,train_056049,2
16636,train_049346,6
16637,train_008932,0
16638,train_024918,1
16639,train_050712,4
16640,train_057209,4
16641,train_036634,4
16642,train_029116,8
16643,train_058584,0
16644,train_023806,5
16645,train_010414,9
16646,train_042943,9
16647,train_007676,9
16648,train_003849,0
16649,train_059788,2
16650,train_022005,7
16651,train_023909,7
16652,train_003140,7
16653,train_055539,9
16654,train_056468,5
16655,train_041261,6
16656,train_033436,6
16657,train_051743,2
16658,train_037605,8
16659,train_040956,2
16660,train_046429,7
16661,train_007789,1
16662,train_012800,5
16663,train_003778,0
16664,train_038041,4
16665,train_007647,9
16666,train_004338,7
16667,train_025538,3
16668,train_025579,6
16669,train_006828,6
16670,train_058670,2
16671,train_052074,4
16672,train_031398,7
16673,train_058898,9
16674,train_048012,0
16675,train_037269,0
16676,train_040589,2
16677,train_042549,7
16678,train_049177,9
16679,train_053910,2
16680,train_021734,5
16681,train_035157,0
16682,train_017919,8
16683,train_014913,8
16684,train_055977,6
16685,train_048793,1
16686,train_033883,8
16687,train_025983,1
16688,train_019220,9
16689,train_048402,4
16690,train_033138,5
16691,train_015650,2
16692,train_049484,6
16693,train_048168,0
16694,train_051636,7
16695,train_001452,1
16696,train_026007,0
16697,train_054101,0
16698,train_013726,0
16699,train_015665,4
16700,train_006305,5
16701,train_018387,9
16702,train_036235,4
16703,train_058633,5
16704,train_055257,3
16705,train_033557,8
16706,train_015851,1
16707,train_010303,4
16708,train_051212,2
16709,train_020494,6
16710,train_047550,8
16711,train_009320,5
16712,train_046921,2
16713,train_043482,3
16714,train_042453,8
16715,train_001523,7
16716,train_037078,8
16717,train_052553,9
16718,train_026965,3
16719,train_030306,3
16720,train_052543,3
16721,train_029200,2
16722,train_041201,6
16723,train_006223,8
16724,train_023138,2
16725,train_023825,5
16726,train_047102,2
16727,train_046942,8
16728,train_017778,3
16729,train_048910,7
16730,train_012656,3
16731,train_020882,2
16732,train_050228,9
16733,train_050817,6
16734,train_030199,6
16735,train_032068,9
16736,train_050455,7
16737,train_019789,4
16738,train_049324,3
16739,train_005556,6
16740,train_002839,0
16741,train_006691,5
16742,train_055904,6
16743,train_017790,3
16744,train_036850,5
16745,train_029476,3
16746,train_033877,3
16747,train_028363,4
16748,train_006316,0
16749,train_012212,1
16750,train_004974,5
16751,train_014205,3
16752,train_023150,4
16753,train_016554,8
16754,train_042497,9
16755,train_048050,7
16756,train_032608,7
16757,train_005097,3
16758,train_044305,3
16759,train_059998,6
16760,train_024205,3
16761,train_025225,3
16762,train_022019,2
16763,train_050285,9
16764,train_004404,6
16765,train_051735,2
16766,train_025420,0
16767,train_021629,5
16768,train_012149,7
16769,train_037425,0
16770,train_013312,5
16771,train_057162,0
16772,train_046098,3
16773,train_038853,6
16774,train_018819,7
16775,train_038174,3
16776,train_008770,6
16777,train_035512,7
16778,train_027803,3
16779,train_000997,0
16780,train_000507,1
16781,train_018759,0
16782,train_053477,4
16783,train_021279,0
16784,train_000055,8
16785,train_022600,6
16786,train_050819,4
16787,train_036644,3
16788,train_030578,0
16789,train_059412,7
16790,train_040638,7
16791,train_010597,9
16792,train_022565,5
16793,train_031711,4
16794,train_004812,4
16795,train_018519,4
16796,train_011983,5
16797,train_058504,4
16798,train_012621,2
16799,train_018379,5
16800,train_019470,8
16801,train_039295,0
16802,train_026494,4
16803,train_039271,5
16804,train_000866,2
16805,train_019227,1
16806,train_044079,1
16807,train_042445,3
16808,train_056229,5
16809,train_037930,7
16810,train_058715,7
16811,train_042609,5
16812,train_055841,6
16813,train_023267,7
16814,train_021609,5
16815,train_047837,1
16816,train_027928,2
16817,train_009791,9
16818,train_043810,9
16819,train_048565,6
16820,train_044218,6
16821,train_000496,5
16822,train_045118,5
16823,train_024772,3
16824,train_028525,2
16825,train_050657,6
16826,train_034083,1
16827,train_014094,7
16828,train_000857,3
16829,train_053394,1
16830,train_006528,7
16831,train_028695,1
16832,train_039250,6
16833,train_027583,0
16834,train_003086,8
16835,train_016835,1
16836,train_027185,8
16837,train_007051,8
16838,train_042786,1
16839,train_019468,2
16840,train_019419,0
16841,train_002441,4
16842,train_035355,9
16843,train_008374,2
16844,train_006655,5
16845,train_047581,0
16846,train_023860,3
16847,train_025974,2
16848,train_056173,4
16849,train_001323,6
16850,train_018959,9
16851,train_017034,6
16852,train_041304,8
16853,train_035413,4
16854,train_007323,5
16855,train_033049,3
16856,train_013946,5
16857,train_029109,7
16858,train_010162,5
16859,train_023133,1
16860,train_035833,3
16861,train_050346,8
16862,train_034872,8
16863,train_028706,4
16864,train_012579,7
16865,train_045550,4
16866,train_029290,2
16867,train_022561,6
16868,train_037241,2
16869,train_039634,4
16870,train_004866,3
16871,train_020267,9
16872,train_014855,3
16873,train_049852,1
16874,train_033772,3
16875,train_009894,2
16876,train_041670,5
16877,train_020763,9
16878,train_050204,9
16879,train_001249,2
16880,train_008467,9
16881,train_037727,2
16882,train_043297,1
16883,train_050313,1
16884,train_042961,8
16885,train_007735,5
16886,train_046000,9
16887,train_020580,8
16888,train_004371,2
16889,train_044299,8
16890,train_029781,5
16891,train_015632,1
16892,train_038664,1
16893,train_040260,0
16894,train_044976,5
16895,train_005440,5
16896,train_021909,0
16897,train_018953,1
16898,train_041410,6
16899,train_049715,8
16900,train_053896,1
16901,train_025798,6
16902,train_009940,4
16903,train_008103,5
16904,train_040551,1
16905,train_029587,1
16906,train_032862,4
16907,train_015985,6
16908,train_059468,7
16909,train_050051,1
16910,train_031902,7
16911,train_039786,3
16912,train_028074,2
16913,train_044476,5
16914,train_026376,1
16915,train_002892,2
16916,train_033034,6
16917,train_057473,1
16918,train_040358,7
16919,train_045173,4
16920,train_018898,4
16921,train_010793,6
16922,train_025188,4
16923,train_045356,8
16924,train_031002,2
16925,train_002518,2
16926,train_014098,1
16927,train_041515,3
16928,train_024690,2
16929,train_045340,3
16930,train_052566,4
16931,train_031380,8
16932,train_032539,3
16933,train_055607,4
16934,train_049757,2
16935,train_002539,0
16936,train_002193,5
16937,train_007399,4
16938,train_048180,0
16939,train_010498,5
16940,train_036268,5
16941,train_032857,9
16942,train_001102,0
16943,train_004889,0
16944,train_048861,7
16945,train_010268,1
16946,train_031146,2
16947,train_004113,5
16948,train_012036,4
16949,train_013281,8
16950,train_049420,1
16951,train_002625,2
16952,train_037643,3
16953,train_053402,3
16954,train_025708,3
16955,train_020593,1
16956,train_005829,9
16957,train_037260,3
16958,train_006767,6
16959,train_030264,7
16960,train_042178,3
16961,train_021619,4
16962,train_001368,0
16963,train_011334,7
16964,train_050303,6
16965,train_014921,6
16966,train_057446,2
16967,train_033044,5
16968,train_044129,9
16969,train_018070,1
16970,train_050172,8
16971,train_035932,8
16972,train_046466,7
16973,train_055568,9
16974,train_003737,8
16975,train_022548,2
16976,train_011892,6
16977,train_045651,1
16978,train_034979,8
16979,train_014869,6
16980,train_053771,7
16981,train_058408,0
16982,train_034675,2
16983,train_023980,0
16984,train_020608,0
16985,train_014164,9
16986,train_006392,6
16987,train_056474,3
16988,train_032390,8
16989,train_059335,4
16990,train_033018,8
16991,train_014944,0
16992,train_057899,2
16993,train_003008,7
16994,train_022739,7
16995,train_057970,7
16996,train_049762,2
16997,train_006153,8
16998,train_020000,5
16999,train_035295,8
17000,train_054785,4
17001,train_033703,0
17002,train_053254,4
17003,train_021188,8
17004,train_009001,7
17005,train_057725,7
17006,train_035402,4
17007,train_041232,7
17008,train_049389,0
17009,train_005809,0
17010,train_045031,3
17011,train_005288,0
17012,train_059408,3
17013,train_023947,5
17014,train_047935,1
17015,train_029576,8
17016,train_002640,9
17017,train_057453,1
17018,train_022109,7
17019,train_058102,0
17020,train_032829,4
17021,train_054294,4
17022,train_000812,9
17023,train_012319,6
17024,train_048909,7
17025,train_000413,4
17026,train_019628,0
17027,train_038729,0
17028,train_056313,8
17029,train_000765,1
17030,train_016023,8
17031,train_019494,9
17032,train_029693,9
17033,train_025307,1
17034,train_053239,2
17035,train_018629,8
17036,train_045416,8
17037,train_022644,1
17038,train_033213,2
17039,train_047004,1
17040,train_058656,3
17041,train_049101,2
17042,train_023991,0
17043,train_000445,8
17044,train_026990,0
17045,train_011080,7
17046,train_009364,8
17047,train_048972,4
17048,train_031327,2
17049,train_037702,9
17050,train_049862,7
17051,train_011609,5
17052,train_039939,2
17053,train_049651,6
17054,train_035445,2
17055,train_040817,0
17056,train_051498,5
17057,train_058963,1
17058,train_002421,8
17059,train_039742,6
17060,train_046774,5
17061,train_058112,9
17062,train_049136,7
17063,train_022306,0
17064,train_025851,8
17065,train_016107,1
17066,train_056489,0
17067,train_055644,1
17068,train_018509,0
17069,train_011639,0
17070,train_056428,8
17071,train_047702,1
17072,train_035695,9
17073,train_029003,9
17074,train_058214,7
17075,train_025016,8
17076,train_011753,8
17077,train_037374,3
17078,train_059363,0
17079,train_045764,3
17080,train_038288,2
17081,train_033459,7
17082,train_034974,8
17083,train_022413,3
17084,train_008750,9
17085,train_052092,7
17086,train_022175,8
17087,train_020573,9
17088,train_007756,9
17089,train_002226,6
17090,train_024099,3
17091,train_014645,8
17092,train_010591,6
17093,train_037114,5
17094,train_017758,9
17095,train_037421,6
17096,train_038193,3
17097,train_040480,3
17098,train_028300,1
17099,train_046636,7
17100,train_029267,2
17101,train_037612,7
17102,train_050369,3
17103,train_028584,4
17104,train_044268,0
17105,train_049610,1
17106,train_043770,1
17107,train_047776,1
17108,train_022824,9
17109,train_005403,5
17110,train_051047,4
17111,train_006148,3
17112,train_021707,5
17113,train_058974,7
17114,train_026331,5
17115,train_030596,2
17116,train_033141,9
17117,train_000851,4
17118,train_048986,2
17119,train_044468,3
17120,train_015209,7
17121,train_057841,4
17122,train_057140,6
17123,train_031948,6
17124,train_047629,5
17125,train_001110,4
17126,train_011447,4
17127,train_052407,7
17128,train_023075,6
17129,train_025733,7
17130,train_039919,2
17131,train_035641,9
17132,train_057964,2
17133,train_046939,4
17134,train_027299,8
17135,train_001671,6
17136,train_040185,3
17137,train_042025,6
17138,train_011058,1
17139,train_028993,0
17140,train_000893,2
17141,train_040081,4
17142,train_030909,1
17143,train_048256,8
17144,train_001702,5
17145,train_044341,5
17146,train_024077,5
17147,train_040861,1
17148,train_035005,8
17149,train_035771,4
17150,train_035759,4
17151,train_045548,7
17152,train_034003,6
17153,train_039184,3
17154,train_054429,5
17155,train_002581,0
17156,train_032349,8
17157,train_003964,0
17158,train_003151,7
17159,train_040913,4
17160,train_049137,3
17161,train_047775,7
17162,train_042763,7
17163,train_058598,6
17164,train_022533,1
17165,train_032426,8
17166,train_043153,2
17167,train_052574,2
17168,train_050571,8
17169,train_015313,4
17170,train_048547,0
17171,train_044597,8
17172,train_012938,2
17173,train_047138,5
17174,train_015291,0
17175,train_030971,6
17176,train_049928,5
17177,train_048795,9
17178,train_009101,0
17179,train_036587,9
17180,train_009801,5
17181,train_014302,2
17182,train_046484,0
17183,train_056869,3
17184,train_023880,9
17185,train_040127,5
17186,train_053221,6
17187,train_018275,6
17188,train_055520,6
17189,train_013841,4
17190,train_047947,1
17191,train_048121,0
17192,train_009437,9
17193,train_032784,8
17194,train_016000,8
17195,train_017340,7
17196,train_001190,6
17197,train_055826,7
17198,train_023476,6
17199,train_022121,6
17200,train_056092,9
17201,train_024971,2
17202,train_002910,6
17203,train_041859,1
17204,train_023890,8
17205,train_023247,6
17206,train_038889,0
17207,train_015259,4
17208,train_037240,8
17209,train_029340,4
17210,train_031720,3
17211,train_001237,8
17212,train_009402,0
17213,train_054102,0
17214,train_000730,7
17215,train_028450,7
17216,train_037289,1
17217,train_014402,0
17218,train_034054,0
17219,train_002229,7
17220,train_029051,7
17221,train_053971,5
17222,train_018967,8
17223,train_042331,8
17224,train_016966,7
17225,train_059756,9
17226,train_018172,5
17227,train_008619,8
17228,train_036762,7
17229,train_016117,9
17230,train_019330,6
17231,train_019284,7
17232,train_034810,4
17233,train_057573,2
17234,train_057648,8
17235,train_007540,8
17236,train_042599,0
17237,train_004613,4
17238,train_014260,4
17239,train_019952,4
17240,train_059789,4
17241,train_004910,6
17242,train_056680,7
17243,train_014583,6
17244,train_040865,3
17245,train_010193,9
17246,train_030389,1
17247,train_011658,4
17248,train_024076,4
17249,train_016272,7
17250,train_005443,1
17251,train_042079,8
17252,train_048307,5
17253,train_004588,0
17254,train_048771,9
17255,train_035427,1
17256,train_028221,0
17257,train_035830,4
17258,train_012755,4
17259,train_046917,0
17260,train_009886,7
17261,train_032516,8
17262,train_025918,1
17263,train_050993,1
17264,train_025926,7
17265,train_006838,9
17266,train_011920,0
17267,train_030698,9
17268,train_051642,2
17269,train_050771,1
17270,train_054803,1
17271,train_037297,7
17272,train_056339,5
17273,train_031518,0
17274,train_034339,9
17275,train_013950,1
17276,train_031010,5
17277,train_046857,3
17278,train_000755,9
17279,train_059098,6
17280,train_011113,4
17281,train_004919,4
17282,train_010320,4
17283,train_028659,6
17284,train_014037,9
17285,train_026122,8
17286,train_008240,4
17287,train_013481,6
17288,train_029851,2
17289,train_011365,8
17290,train_042740,1
17291,train_041381,4
17292,train_055825,1
17293,train_038544,8
17294,train_023459,4
17295,train_033176,1
17296,train_027710,9
17297,train_004031,2
17298,train_044929,8
17299,train_008641,9
17300,train_022751,2
17301,train_010390,3
17302,train_037919,9
17303,train_055156,8
17304,train_026369,0
17305,train_052952,7
17306,train_027186,2
17307,train_044352,4
17308,train_057954,6
17309,train_023329,9
17310,train_021504,2
17311,train_043611,9
17312,train_033425,1
17313,train_053722,3
17314,train_033512,0
17315,train_028650,1
17316,train_029083,1
17317,train_057623,9
17318,train_040469,9
17319,train_049891,7
17320,train_036208,4
17321,train_004238,3
17322,train_008930,4
17323,train_042711,4
17324,train_044371,2
17325,train_005932,0
17326,train_031142,9
17327,train_033020,0
17328,train_051947,3
17329,train_006062,1
17330,train_057536,0
17331,train_025452,7
17332,train_010692,1
17333,train_057488,3
17334,train_020207,9
17335,train_027126,8
17336,train_056625,0
17337,train_002002,8
17338,train_038126,0
17339,train_024635,3
17340,train_007769,7
17341,train_050808,0
17342,train_052210,5
17343,train_046279,3
17344,train_057085,9
17345,train_009143,7
17346,train_032301,4
17347,train_056410,7
17348,train_037309,3
17349,train_031247,2
17350,train_056150,4
17351,train_006371,1
17352,train_028069,1
17353,train_044004,3
17354,train_006563,8
17355,train_002763,9
17356,train_034976,2
17357,train_059893,4
17358,train_055800,5
17359,train_002806,0
17360,train_012064,4
17361,train_016812,2
17362,train_012079,2
17363,train_031684,7
17364,train_032678,2
17365,train_025341,8
17366,train_048664,1
17367,train_043414,7
17368,train_016709,2
17369,train_029655,9
17370,train_047063,1
17371,train_036106,1
17372,train_046687,2
17373,train_053551,4
17374,train_037562,4
17375,train_016666,6
17376,train_046069,0
17377,train_059409,9
17378,train_056292,9
17379,train_042203,3
17380,train_018882,5
17381,train_035487,1
17382,train_035186,4
17383,train_028947,6
17384,train_016273,6
17385,train_055941,3
17386,train_054299,2
17387,train_008302,7
17388,train_057216,8
17389,train_021315,8
17390,train_054026,9
17391,train_030019,8
17392,train_036266,2
17393,train_004445,1
17394,train_031983,7
17395,train_020288,6
17396,train_041066,4
17397,train_056123,1
17398,train_058605,6
17399,train_027221,4
17400,train_029075,4
17401,train_049625,2
17402,train_019476,5
17403,train_059166,1
17404,train_019867,5
17405,train_021921,1
17406,train_035539,7
17407,train_037710,8
17408,train_022283,9
17409,train_046660,9
17410,train_027337,5
17411,train_002053,2
17412,train_045748,0
17413,train_026138,8
17414,train_009684,5
17415,train_028616,6
17416,train_054798,3
17417,train_055282,4
17418,train_006476,7
17419,train_035574,3
17420,train_034880,7
17421,train_001664,0
17422,train_043084,5
17423,train_011271,2
17424,train_049392,1
17425,train_012625,3
17426,train_013197,0
17427,train_041423,6
17428,train_051010,1
17429,train_006031,6
17430,train_004222,9
17431,train_057693,0
17432,train_024636,0
17433,train_050569,5
17434,train_043552,3
17435,train_043430,2
17436,train_032933,3
17437,train_046724,7
17438,train_056572,1
17439,train_057171,3
17440,train_035683,6
17441,train_038699,6
17442,train_030540,3
17443,train_054622,3
17444,train_019790,8
17445,train_009294,3
17446,train_008725,1
17447,train_031415,5
17448,train_000628,8
17449,train_042659,5
17450,train_013779,0
17451,train_048978,3
17452,train_012654,4
17453,train_058519,9
17454,train_008347,6
17455,train_000581,3
17456,train_027482,5
17457,train_050612,6
17458,train_031889,8
17459,train_024259,7
17460,train_012233,7
17461,train_029024,4
17462,train_037069,5
17463,train_036398,7
17464,train_021634,1
17465,train_055340,4
17466,train_040998,8
17467,train_053092,8
17468,train_055166,6
17469,train_021435,2
17470,train_057612,3
17471,train_023306,4
17472,train_019111,4
17473,train_035334,7
17474,train_033127,4
17475,train_031856,6
17476,train_019432,2
17477,train_049799,7
17478,train_055777,6
17479,train_038062,0
17480,train_057100,9
17481,train_012394,1
17482,train_059357,4
17483,train_041579,2
17484,train_025517,2
17485,train_000097,8
17486,train_059012,0
17487,train_010316,5
17488,train_041711,6
17489,train_052023,2
17490,train_024221,7
17491,train_042321,5
17492,train_024322,1
17493,train_035845,7
17494,train_056299,8
17495,train_007025,0
17496,train_033036,8
17497,train_006251,3
17498,train_057750,3
17499,train_001598,8
17500,train_041666,6
17501,train_021160,7
17502,train_001364,9
17503,train_032958,1
17504,train_044977,4
17505,train_046866,9
17506,train_023591,8
17507,train_016686,1
17508,train_055181,4
17509,train_006886,9
17510,train_015078,4
17511,train_009189,4
17512,train_009067,0
17513,train_046498,4
17514,train_048138,8
17515,train_001092,6
17516,train_003949,3
17517,train_041369,9
17518,train_000646,2
17519,train_020811,9
17520,train_036742,4
17521,train_003280,4
17522,train_042409,6
17523,train_058826,7
17524,train_035148,0
17525,train_018747,9
17526,train_023594,6
17527,train_054142,5
17528,train_000210,0
17529,train_048032,6
17530,train_008241,3
17531,train_040377,1
17532,train_047009,9
17533,train_057146,4
17534,train_050526,0
17535,train_001351,3
17536,train_003672,2
17537,train_056136,3
17538,train_004544,9
17539,train_056218,7
17540,train_042185,0
17541,train_034904,0
17542,train_048452,7
17543,train_039979,2
17544,train_041997,2
17545,train_041294,2
17546,train_021359,3
17547,train_005578,3
17548,train_042122,5
17549,train_017608,5
17550,train_058971,3
17551,train_034813,8
17552,train_038042,0
17553,train_021348,6
17554,train_058205,7
17555,train_029549,4
17556,train_012332,4
17557,train_032404,8
17558,train_005035,7
17559,train_045597,3
17560,train_000473,0
17561,train_027359,8
17562,train_005460,8
17563,train_033249,9
17564,train_039374,5
17565,train_003679,2
17566,train_008688,6
17567,train_000633,0
17568,train_051451,1
17569,train_002407,4
17570,train_004278,2
17571,train_044621,5
17572,train_025340,6
17573,train_041979,9
17574,train_016358,5
17575,train_048350,0
17576,train_036598,8
17577,train_050179,8
17578,train_052499,4
17579,train_005922,3
17580,train_059167,2
17581,train_035764,8
17582,train_004143,6
17583,train_028664,8
17584,train_023841,1
17585,train_020993,2
17586,train_051207,8
17587,train_029965,8
17588,train_051913,9
17589,train_046524,6
17590,train_013847,7
17591,train_006461,0
17592,train_017987,0
17593,train_028630,2
17594,train_057141,3
17595,train_039047,7
17596,train_019479,7
17597,train_050349,9
17598,train_053079,8
17599,train_030486,1
17600,train_022343,1
17601,train_017672,8
17602,train_030169,4
17603,train_055541,0
17604,train_021173,1
17605,train_034861,7
17606,train_035983,8
17607,train_022428,5
17608,train_010874,0
17609,train_039445,3
17610,train_004426,6
17611,train_022392,7
17612,train_047440,1
17613,train_038961,6
17614,train_032074,5
17615,train_044855,9
17616,train_009087,2
17617,train_010135,6
17618,train_011103,9
17619,train_005908,2
17620,train_058743,0
17621,train_028868,2
17622,train_057474,3
17623,train_006641,9
17624,train_054567,4
17625,train_043909,8
17626,train_039176,5
17627,train_026340,2
17628,train_033437,5
17629,train_058134,5
17630,train_005774,6
17631,train_004911,0
17632,train_050359,7
17633,train_048376,4
17634,train_019312,7
17635,train_014851,3
17636,train_001435,6
17637,train_019462,6
17638,train_034494,2
17639,train_007669,0
17640,train_018013,1
17641,train_008820,6
17642,train_026015,4
17643,train_058298,3
17644,train_016164,5
17645,train_041478,2
17646,train_057492,3
17647,train_059209,7
17648,train_048811,2
17649,train_053865,8
17650,train_030730,2
17651,train_007159,5
17652,train_037501,2
17653,train_013360,5
17654,train_024290,2
17655,train_035046,5
17656,train_036310,6
17657,train_047899,9
17658,train_016399,4
17659,train_053033,2
17660,train_007029,2
17661,train_027978,1
17662,train_009887,4
17663,train_000362,9
17664,train_002431,7
17665,train_045431,9
17666,train_000533,1
17667,train_040672,4
17668,train_038842,8
17669,train_035797,5
17670,train_035012,0
17671,train_004353,7
17672,train_028783,7
17673,train_036788,0
17674,train_057551,9
17675,train_050019,5
17676,train_002266,5
17677,train_016604,6
17678,train_010022,0
17679,train_026250,1
17680,train_017908,3
17681,train_027657,1
17682,train_051867,1
17683,train_018053,1
17684,train_020435,7
17685,train_010445,9
17686,train_012924,3
17687,train_008529,1
17688,train_054937,7
17689,train_056665,2
17690,train_047634,8
17691,train_025096,5
17692,train_031029,4
17693,train_028474,8
17694,train_026182,1
17695,train_031305,4
17696,train_033924,1
17697,train_059105,0
17698,train_033146,3
17699,train_042164,7
17700,train_058551,4
17701,train_038015,7
17702,train_031041,9
17703,train_012835,7
17704,train_027489,1
17705,train_001569,9
17706,train_041739,1
17707,train_029728,6
17708,train_000263,7
17709,train_019653,2
17710,train_018877,4
17711,train_053793,6
17712,train_034298,7
17713,train_015114,6
17714,train_022930,2
17715,train_011673,6
17716,train_010844,0
17717,train_033189,3
17718,train_046711,4
17719,train_043553,1
17720,train_024666,5
17721,train_015508,0
17722,train_027739,2
17723,train_013318,6
17724,train_031993,1
17725,train_027979,4
17726,train_026574,5
17727,train_054769,4
17728,train_022926,1
17729,train_040834,4
17730,train_002579,9
17731,train_014360,7
17732,train_050044,8
17733,train_010335,6
17734,train_029033,1
17735,train_054688,7
17736,train_021906,4
17737,train_012952,1
17738,train_030676,5
17739,train_014481,0
17740,train_001760,8
17741,train_011336,6
17742,train_046556,2
17743,train_012065,7
17744,train_057227,3
17745,train_014992,1
17746,train_042778,8
17747,train_044832,7
17748,train_040369,2
17749,train_047324,0
17750,train_018870,1
17751,train_020030,7
17752,train_048650,1
17753,train_057901,8
17754,train_052982,2
17755,train_013113,1
17756,train_004118,9
17757,train_047487,7
17758,train_019427,4
17759,train_001530,0
17760,train_018034,6
17761,train_013733,1
17762,train_039469,3
17763,train_010027,1
17764,train_055596,1
17765,train_020643,1
17766,train_003879,2
17767,train_008452,1
17768,train_053158,3
17769,train_021342,1
17770,train_010455,1
17771,train_031790,4
17772,train_014036,4
17773,train_000935,8
17774,train_009591,8
17775,train_018760,1
17776,train_052518,6
17777,train_004862,8
17778,train_032600,5
17779,train_030371,5
17780,train_048301,6
17781,train_006925,1
17782,train_054709,2
17783,train_037372,4
17784,train_011220,7
17785,train_024186,7
17786,train_008382,1
17787,train_023538,4
17788,train_028332,5
17789,train_011922,5
17790,train_035870,3
17791,train_052380,6
17792,train_027775,6
17793,train_058644,2
17794,train_031513,2
17795,train_044001,9
17796,train_040650,6
17797,train_006558,1
17798,train_051226,0
17799,train_023263,8
17800,train_015815,3
17801,train_005348,8
17802,train_026561,3
17803,train_058080,3
17804,train_006079,2
17805,train_033455,7
17806,train_048084,4
17807,train_040703,4
17808,train_026900,6
17809,train_037433,1
17810,train_041762,7
17811,train_022700,1
17812,train_021138,9
17813,train_046319,2
17814,train_029291,4
17815,train_058938,4
17816,train_033444,3
17817,train_008011,4
17818,train_029899,3
17819,train_056364,4
17820,train_057761,1
17821,train_019100,1
17822,train_030869,1
17823,train_037998,6
17824,train_038082,9
17825,train_001581,3
17826,train_058289,4
17827,train_057428,9
17828,train_059136,5
17829,train_025071,3
17830,train_049339,1
17831,train_027279,3
17832,train_007256,9
17833,train_026197,0
17834,train_041392,1
17835,train_051525,6
17836,train_004205,4
17837,train_055121,1
17838,train_034678,8
17839,train_015344,0
17840,train_000809,1
17841,train_016989,2
17842,train_027577,7
17843,train_027144,7
17844,train_010720,8
17845,train_011795,2
17846,train_035063,0
17847,train_050268,8
17848,train_052644,7
17849,train_027556,6
17850,train_018766,3
17851,train_050544,9
17852,train_038882,3
17853,train_036978,2
17854,train_010247,9
17855,train_051404,0
17856,train_039839,0
17857,train_040867,4
17858,train_011838,7
17859,train_050932,6
17860,train_039238,8
17861,train_044327,1
17862,train_036158,7
17863,train_020211,4
17864,train_033954,5
17865,train_030141,0
17866,train_021965,8
17867,train_028511,8
17868,train_006084,9
17869,train_056033,5
17870,train_038840,1
17871,train_019646,0
17872,train_004005,2
17873,train_013270,9
17874,train_055098,4
17875,train_033169,3
17876,train_008462,6
17877,train_019533,5
17878,train_058115,6
17879,train_027336,1
17880,train_025245,3
17881,train_040621,4
17882,train_012115,0
17883,train_050962,2
17884,train_037182,1
17885,train_030722,7
17886,train_001431,4
17887,train_036533,0
17888,train_000015,7
17889,train_022318,3
17890,train_052298,3
17891,train_054329,1
17892,train_045161,8
17893,train_008740,2
17894,train_018992,3
17895,train_009076,8
17896,train_051228,0
17897,train_045146,0
17898,train_057942,5
17899,train_008511,7
17900,train_027045,8
17901,train_007424,1
17902,train_030757,1
17903,train_005834,1
17904,train_029743,9
17905,train_039605,7
17906,train_018477,3
17907,train_024282,4
17908,train_042745,6
17909,train_048939,5
17910,train_040981,8
17911,train_033905,5
17912,train_023516,5
17913,train_024227,1
17914,train_018207,1
17915,train_004913,1
17916,train_049898,9
17917,train_048709,7
17918,train_057951,5
17919,train_002491,7
17920,train_027854,0
17921,train_002251,2
17922,train_020605,7
17923,train_045822,3
17924,train_057366,2
17925,train_033472,9
17926,train_032503,8
17927,train_014578,4
17928,train_022261,8
17929,train_056954,0
17930,train_002296,6
17931,train_034386,7
17932,train_041825,4
17933,train_043863,9
17934,train_024066,3
17935,train_013904,9
17936,train_004495,5
17937,train_050283,8
17938,train_017215,4
17939,train_043158,9
17940,train_035415,3
17941,train_040681,7
17942,train_047335,0
17943,train_054391,0
17944,train_004952,4
17945,train_033762,9
17946,train_002453,9
17947,train_029031,9
17948,train_041883,3
17949,train_036668,4
17950,train_032129,1
17951,train_022893,8
17952,train_057039,9
17953,train_039527,0
17954,train_012936,8
17955,train_010562,1
17956,train_040564,6
17957,train_006889,7
17958,train_022128,6
17959,train_032012,8
17960,train_025427,0
17961,train_009311,9
17962,train_019088,4
17963,train_014719,7
17964,train_051979,4
17965,train_019054,7
17966,train_002157,4
17967,train_005535,7
17968,train_022492,3
17969,train_014667,9
17970,train_035960,7
17971,train_031626,6
17972,train_019504,0
17973,train_046962,0
17974,train_058655,5
17975,train_040523,4
17976,train_005314,2
17977,train_057421,9
17978,train_026634,4
17979,train_043289,5
17980,train_015610,8
17981,train_052684,2
